    -0.576     0.130     1.233     0.262     0.350     0.242    -1.114     0.426    -1.187     1.185     0.000     0.999     0.000     0.000     0.000     0.000     2.000
     1.226    -0.889     0.145    -0.945     0.043    -1.362    -0.698     0.848     1.797    -0.139     0.000     0.000     0.408     0.592     0.000     0.000     4.000
    -0.914     0.713     1.233     0.607     1.727     0.759    -0.144     1.411     0.500     1.263     0.000     0.753     0.146     0.101     0.000     0.000     2.000
    -1.477     0.567     2.630     1.986     1.268    -0.690    -0.005    -0.559    -0.927     1.263     0.000     0.997     0.000     0.003     0.000     0.000     2.000
    -0.463     0.130    -0.165    -0.255    -1.181     0.759    -0.005     0.989     0.046    -0.918     0.000     0.207     0.009     0.785     0.000     0.000     4.000
     1.339    -2.491    -0.165    -0.773    -1.028    -0.638     0.410    -1.825     2.511    -2.943     0.000     0.000     1.000     0.000     0.000     0.000     3.000
     1.451    -1.035    -0.165     0.089    -1.487    -2.242    -0.559    -0.418     0.111     1.263     0.000     0.964     0.007     0.030     0.000     0.000     2.000
     0.100    -1.180     0.456    -1.462     0.503    -0.276    -0.698    -2.106    -0.927    -2.553     0.000     0.000     0.005     0.995     0.000     0.000     4.000
     0.663     0.276    -1.408    -0.945    -1.181     1.328    -0.421     1.692     2.186     0.017     0.000     0.000     0.035     0.965     0.000     0.000     4.000
    -0.914     1.295    -0.165    -1.807     1.421     1.380    -1.252     0.145     0.175     0.873     0.000     0.971     0.001     0.028     0.000     0.000     2.000
    -0.125     1.295     1.543    -1.462     0.503     0.863    -0.975     1.411     2.835     1.185     0.000     0.000     0.022     0.978     0.000     0.000     4.000
    -1.815     1.877    -0.165     0.089     1.574    -0.017    -0.837     0.426     0.305     1.263     0.000     0.924     0.001     0.075     0.000     0.000     2.000
     2.690    -1.180    -2.495    -2.841    -1.334     0.190     2.765     0.285     1.797    -1.463     0.000     0.000     1.000     0.000     0.000     0.000     3.000
    -0.801     1.441     0.456     0.951    -0.110    -0.017    -0.144     0.707    -0.214     0.562     0.000     0.991     0.000     0.009     0.000     0.000     2.000
    -1.252     1.149    -1.408     1.641     1.574     1.794    -1.114    -0.981    -0.603     0.562     0.000     0.993     0.000     0.007     0.000     0.000     2.000
     0.100     0.130     0.301    -0.945    -0.416    -0.949    -0.144    -1.684     1.992     0.951     0.000     0.000     0.000     1.000     0.000     0.000     4.000
    -0.013     0.421     0.922    -1.634    -0.110     0.656    -0.559     0.004     1.213    -0.373     0.000     0.000     0.004     0.996     0.000     0.000     4.000
    -0.351    -0.889    -0.787    -1.634    -0.722     0.190    -0.975    -0.559     1.084    -1.541     0.000     0.000     0.032     0.968     0.000     0.000     4.000
     1.113    -0.889    -0.787    -0.083     0.196     0.242    -0.698    -0.277    -0.149     0.484     0.000     0.969     0.015     0.016     0.000     0.000     2.000
     0.438    -0.161    -1.563    -0.255     1.115     1.587     2.488     1.692     1.862     0.640     0.000     0.000     1.000     0.000     0.000     0.000     3.000
     0.100     0.130    -0.010    -1.117    -1.487    -0.224     1.241     0.285     0.565    -0.451     0.000     0.071     0.021     0.908     0.000     0.000     4.000
     1.226    -0.598     1.854     1.296     0.196     0.397    -0.421     1.833     1.473     0.017     0.000     0.000     0.963     0.033     0.000     0.004     3.000
    -0.125    -0.015    -1.252    -0.773     0.350    -1.207    -1.391    -2.106    -1.187     0.562     0.987     0.013     0.000     0.000     0.000     0.000     1.000
    -0.463    -0.015     2.630    -0.428    -0.569     0.604    -0.282     0.567     0.305     0.562     0.000     0.198     0.000     0.802     0.000     0.000     4.000
     0.438    -0.161     1.077    -0.600    -0.569     0.966     1.518     0.707     1.473    -1.307     0.000     0.000     0.968     0.032     0.000     0.000     3.000
    -0.238     0.713     0.301     1.124    -0.416     1.121    -0.975     0.004     0.175     0.250     0.000     0.346     0.012     0.642     0.000     0.000     4.000
    -0.576     1.004    -0.165     0.262     1.574     0.811    -0.005     0.426    -0.603     1.107     0.000     0.999     0.001     0.000     0.000     0.000     2.000
    -0.125    -0.307    -0.321     0.434    -0.263    -0.638    -0.559    -0.559    -0.798    -0.762     0.000     0.822     0.005     0.174     0.000     0.000     2.000
    -0.914     1.004    -0.321     1.641     0.350    -1.207    -0.144    -0.277    -0.538    -0.217     0.000     0.946     0.000     0.054     0.000     0.000     2.000
     1.001     0.276     1.543     1.124    -1.793     0.293    -0.837     1.552    -0.214     0.328     0.000     0.888     0.101     0.012     0.000     0.000     2.000
    -0.914     0.858    -0.321     0.607    -0.416    -0.690    -0.975    -0.277     0.435     0.795     0.000     0.789     0.001     0.210     0.000     0.000     2.000
     0.100     0.421    -0.321    -0.255    -0.722    -0.224     2.349     1.411     0.175     0.873     0.000     0.777     0.222     0.001     0.000     0.000     2.000
     1.226    -0.452    -0.165    -1.462    -0.110     0.397    -0.144     1.974     0.370    -0.217     0.000     0.414     0.580     0.006     0.000     0.000     3.000
     0.438     1.732    -0.476    -1.117     1.268     1.070     2.765     0.848     1.019     0.328     0.000     0.000     1.000     0.000     0.000     0.000     3.000
     0.325     0.567    -0.321     0.779     0.196     0.138    -0.698    -0.277    -1.187     1.185     0.000     0.999     0.001     0.000     0.000     0.000     2.000
     0.550     0.130     2.320     1.641     0.962     1.380    -0.975    -0.277    -1.057     0.328     0.000     0.001     0.000     0.001     0.000     0.998     6.000
    -0.689    -0.307     1.077     0.951     1.268    -0.172    -1.391    -0.137    -0.862     0.873     0.000     0.995     0.001     0.003     0.000     0.000     2.000
    -0.914     0.276    -0.476     0.434     0.503    -0.276    -0.005    -0.137    -0.992    -0.217     0.000     0.979     0.001     0.019     0.000     0.000     2.000
    -1.252     1.441    -0.631     0.779    -0.110     1.587    -0.005     0.567     0.824    -0.996     0.000     0.004     0.023     0.973     0.000     0.000     4.000
    -1.139    -0.743    -0.321    -0.773     0.350    -0.638    -0.282    -0.840    -0.473    -1.229     0.000     0.165     0.018     0.818     0.000     0.000     4.000
     0.663     0.130    -0.476    -0.083    -0.416    -1.052    -0.005    -0.277    -1.057    -2.943     0.000     0.000     0.001     0.999     0.000     0.000     4.000
     0.100    -0.598     0.922    -0.083     1.268     0.500    -0.421     0.004     0.759     0.718     0.000     0.182     0.050     0.768     0.000     0.000     4.000
    -1.364     1.586     1.543    -0.428    -0.263    -0.793    -0.559    -0.277    -1.122     0.250     0.000     0.995     0.000     0.005     0.000     0.000     2.000
     0.438     0.276     0.767     0.262     0.043     1.225     0.549     2.114    -0.279     0.172     0.000     0.049     0.004     0.000     0.947     0.000     5.000
    -0.351     0.567     1.233     0.779    -2.252    -0.586    -0.144     0.004    -0.538    -0.762     0.000     0.557     0.002     0.441     0.000     0.000     2.000
    -0.689    -0.015    -0.942    -1.117     0.043    -0.535     0.272    -0.559    -1.122     0.095     0.000     0.984     0.002     0.014     0.000     0.000     2.000
    -0.463    -0.889     0.301     1.296    -0.263    -0.793    -1.114    -0.700    -0.668    -1.074     0.000     0.528     0.054     0.417     0.000     0.000     2.000
     0.888    -1.180    -0.165    -1.117    -1.181    -1.259     1.380    -0.418     2.316    -1.151     0.000     0.000     0.567     0.433     0.000     0.000     3.000
    -0.576     1.004     0.767     1.469     1.574     0.604    -0.144     0.989     0.759    -1.385     0.000     0.001     0.103     0.896     0.000     0.000     4.000
     0.212    -1.035     0.301    -1.290    -1.640    -1.518    -0.559    -0.559    -0.992    -0.217     0.000     0.990     0.000     0.010     0.000     0.000     2.000
    -2.153     2.169     1.077     0.951     1.880     1.794    -0.421     0.707    -0.019     1.263     0.000     0.935     0.001     0.064     0.000     0.000     2.000
    -1.139    -0.743    -1.097     0.089    -0.263     1.018    -1.114    -0.418    -0.862    -0.606     0.000     0.781     0.015     0.204     0.000     0.000     2.000
    -0.463    -0.307    -0.010    -0.428     1.115     0.035    -0.282     0.285     1.213     1.107     0.000     0.033     0.110     0.857     0.000     0.000     4.000
    -0.238     0.713    -2.029    -0.773    -0.722    -0.845    -0.282    -0.277    -0.084     0.718     0.000     0.994     0.000     0.006     0.000     0.000     2.000
     1.339    -0.598    -0.010     0.607    -1.640    -0.793     0.687     0.004     1.408    -0.606     0.000     0.000     0.273     0.727     0.000     0.000     4.000
    -0.463     1.149    -0.787    -0.945    -0.263    -0.586    -0.559     0.285    -0.279     0.873     0.000     1.000     0.000     0.000     0.000     0.000     2.000
    -0.238     0.421     0.922     1.641     0.196     0.656    -0.698     1.552    -1.187     0.795     0.000     0.127     0.001     0.000     0.872     0.000     5.000
     1.677    -1.035     0.145     0.951    -0.875     0.345    -0.559     1.411    -1.057     0.718     0.001     0.404     0.595     0.000     0.000     0.000     3.000
     0.438     0.858     1.388     0.089     0.962    -0.431    -0.005    -0.700     0.240     1.107     0.000     0.953     0.003     0.044     0.000     0.001     2.000
    -1.927     0.276     0.767    -0.773     0.350     0.759    -0.837    -0.840     0.435    -1.074     0.000     0.005     0.004     0.991     0.000     0.000     4.000
    -0.801     1.149     0.301    -0.083     0.503     0.759     0.272    -0.277    -0.538    -0.217     0.000     0.867     0.008     0.125     0.000     0.000     2.000
    -1.026    -0.743     0.456    -0.428     0.656    -0.017    -1.252    -0.137    -0.538     0.095     0.000     0.966     0.002     0.032     0.000     0.000     2.000
    -0.125    -0.452     1.233    -0.428    -1.181     0.035    -1.391    -0.277    -1.057    -0.295     0.000     0.947     0.001     0.052     0.000     0.000     2.000
    -0.463     1.004    -0.942     0.951     0.350    -1.155    -0.559    -0.418    -0.668     0.484     0.000     0.997     0.000     0.003     0.000     0.000     2.000
     0.100     0.421     0.922     0.262    -0.110    -0.121     1.103     0.426    -0.992     0.095     0.000     0.088     0.002     0.000     0.910     0.000     5.000
    -0.801    -0.015    -1.408    -0.773     0.656    -1.983    -1.529    -1.403    -0.862     1.263     0.992     0.008     0.000     0.000     0.000     0.000     1.000
    -0.914    -0.161     1.543     0.779     0.043    -0.276    -0.559    -0.418    -0.279    -0.217     0.000     0.825     0.002     0.173     0.000     0.000     2.000
    -0.463    -0.743     0.922    -0.428    -0.875    -0.379    -0.005    -0.700    -0.279     0.484     0.000     0.694     0.000     0.306     0.000     0.000     2.000
    -0.576    -0.598     0.301     0.434    -0.110     0.914    -0.559    -0.559     0.435     0.951     0.000     0.353     0.001     0.646     0.000     0.000     4.000
    -1.026     1.004     0.301     0.607     0.962    -1.259    -0.005    -0.981    -0.019    -0.373     0.000     0.539     0.003     0.458     0.000     0.000     2.000
    -0.013     0.421    -1.563     0.607    -0.722    -1.518    -0.421    -0.981     1.473    -0.295     0.000     0.000     0.003     0.997     0.000     0.000     4.000
    -0.576     0.276    -0.631     0.607     0.503     1.225     1.103     0.848    -1.122     0.795     0.000     0.955     0.045     0.000     0.000     0.000     2.000
    -0.238     0.421     1.233     1.124    -1.640    -0.483     0.964     1.552    -0.992     0.017     0.000     0.999     0.000     0.001     0.000     0.000     2.000
     0.212    -0.598     1.077    -0.773    -0.110    -1.155     0.133     0.145     1.797     0.172     0.000     0.000     0.015     0.985     0.000     0.000     4.000
     1.789    -1.763    -0.165    -0.773     0.196     0.449     0.410     1.270     0.370     1.107     0.000     0.073     0.926     0.001     0.000     0.000     3.000
    -0.125    -0.889     0.301     0.089     0.043    -0.793    -0.282    -0.700     0.175     0.172     0.000     0.684     0.007     0.308     0.000     0.000     2.000
    -0.689     1.295    -0.165    -0.945     0.196     1.328     0.549     0.426    -0.408     1.263     0.000     0.994     0.002     0.003     0.000     0.000     2.000
    -0.463     1.586     1.698    -0.255     0.350     0.190    -0.975    -0.137    -0.927     0.873     0.000     0.999     0.000     0.001     0.000     0.000     2.000
     1.451    -0.015     0.611     1.296    -0.263     0.397    -0.421     1.130    -0.927    -0.373     0.000     0.033     0.022     0.001     0.944     0.000     5.000
    -1.252     0.858     1.233     1.641     1.421    -0.224     0.272     0.848    -0.927     0.328     0.000     0.997     0.002     0.002     0.000     0.000     2.000
    -0.013     0.130     0.767     0.607     1.421     1.535     0.133     0.145     0.175     0.406     0.000     0.876     0.067     0.057     0.000     0.000     2.000
     0.100    -0.307     1.854     0.779    -1.334    -1.000    -0.421     0.426     0.565     1.263     0.000     0.451     0.007     0.542     0.000     0.000     4.000
    -1.026    -0.161     0.145    -0.600    -0.722    -0.897    -0.144    -0.700    -0.862     0.017     0.000     0.944     0.000     0.056     0.000     0.000     2.000
    -0.238     1.295     2.320     1.469     0.656     0.449    -0.698     1.833     0.111     1.263     0.000     0.038     0.001     0.000     0.000     0.961     6.000
     1.339    -0.452     0.456     0.434    -0.569     0.035     0.549     0.848     3.289    -0.762     0.000     0.000     0.990     0.010     0.000     0.000     3.000
    -0.013     0.567    -0.631    -0.255     0.350     0.293    -0.837    -0.277    -0.538     0.562     0.000     0.998     0.000     0.002     0.000     0.000     2.000
     1.001    -3.510    -1.252    -0.428    -2.864     0.500    -0.559    -1.262    -0.733    -1.151     0.000     0.000     0.009     0.990     0.000     0.000     4.000
     0.776     0.858    -1.097     1.296     0.196     0.449     0.549     1.974    -0.019     0.951     0.000     0.999     0.001     0.000     0.000     0.000     2.000
    -0.013     0.858    -0.476     0.951    -1.028    -1.155     0.272     1.692     0.370     0.250     0.000     0.970     0.000     0.030     0.000     0.000     2.000
     0.212    -0.307     0.611    -0.255    -0.416    -2.967    -0.421    -1.122     1.408    -0.684     0.000     0.000     0.003     0.997     0.000     0.000     4.000
    -0.576    -1.180     0.301    -0.428    -0.416    -0.949    -1.391    -0.137    -0.862    -0.061     0.000     0.995     0.001     0.004     0.000     0.000     2.000
    -1.927    -0.161     0.767    -0.773    -0.416     0.552    -0.975    -0.840     0.954    -0.606     0.000     0.003     0.002     0.996     0.000     0.000     4.000
     0.663     0.858     0.611     0.434    -0.110    -0.379     1.241     1.130    -0.019     1.263     0.000     0.973     0.026     0.000     0.000     0.000     2.000
     0.212    -0.889    -0.010    -0.428    -0.416    -2.190    -0.975    -1.403    -0.992     0.484     0.000     0.998     0.000     0.002     0.000     0.000     2.000
     2.915     0.130     1.233     1.296    -0.875     1.225     2.904    -0.559     0.240    -0.918     0.000     0.000     1.000     0.000     0.000     0.000     3.000
    -0.689    -0.743     0.456    -0.255    -1.334     0.449     0.133    -1.403    -0.927     0.873     0.000     0.218     0.000     0.782     0.000     0.000     4.000
     0.438    -0.015     1.077     0.607    -0.263    -2.397    -0.559    -1.966     0.370    -0.139     0.000     0.069     0.003     0.928     0.000     0.000     4.000
     0.888     0.421     0.922     1.469     0.656     0.966    -1.114     2.396     1.732     1.263     0.000     0.000     0.003     0.000     0.000     0.997     6.000
     0.776     1.004     1.698     0.262     0.350     0.449    -1.114     1.130     1.148     0.017     0.000     0.000     0.086     0.043     0.000     0.871     6.000
     1.339     0.276     0.145    -0.255    -1.793    -1.000     0.272     1.411    -0.084     0.484     0.000     0.999     0.001     0.000     0.000     0.000     2.000
    -0.238    -0.307    -0.321    -1.117    -0.569    -0.224    -0.698    -0.700    -0.862     0.951     0.000     0.998     0.000     0.002     0.000     0.000     2.000
    -1.590     1.732     0.456     1.296     1.115     0.656    -0.559     0.145    -0.214     0.484     0.000     0.959     0.000     0.040     0.000     0.000     2.000
    -1.590     1.441     0.301     1.296     1.115     0.552    -0.005    -0.418    -1.057    -0.451     0.000     0.878     0.003     0.119     0.000     0.000     2.000
    -0.238    -0.015    -0.942    -1.290    -0.263     0.138    -0.282     0.004     0.240     0.406     0.000     0.926     0.002     0.072     0.000     0.000     2.000
    -1.364     0.713     1.233    -0.255     0.962    -0.276    -1.391    -0.700    -0.992     1.107     0.000     0.999     0.000     0.001     0.000     0.000     2.000
     0.438    -0.743    -0.476     1.124     0.656    -1.414    -0.559    -0.840    -0.603    -0.217     0.000     0.913     0.017     0.070     0.000     0.000     2.000
    -0.351    -0.161    -0.165    -1.807    -1.028     0.138     0.687    -1.684    -0.279    -1.774     0.000     0.000     0.005     0.995     0.000     0.000     4.000
    -0.013    -0.889     0.145     0.434    -0.875     0.293     0.133    -0.137    -0.538     0.951     0.000     0.939     0.003     0.058     0.000     0.000     2.000
    -1.364     0.713     0.301    -0.945     0.962     0.656     0.133     1.411     0.954    -0.217     0.000     0.008     0.148     0.844     0.000     0.000     4.000
    -1.252     0.713    -0.321    -2.496     0.962     0.449    -0.005    -0.981     1.343    -1.619     0.000     0.000     0.071     0.929     0.000     0.000     4.000
    -1.477     0.130     2.320     0.779    -0.416    -0.793    -1.114    -1.684    -0.927    -0.061     0.000     0.884     0.000     0.116     0.000     0.000     2.000
    -1.477     1.149     0.922     0.779     1.421     0.863    -0.837    -0.418    -0.603     1.263     0.000     0.993     0.000     0.007     0.000     0.000     2.000
    -0.801    -0.161     1.698    -0.083     0.043     0.604    -0.282    -0.840     0.240    -0.684     0.000     0.021     0.002     0.977     0.000     0.000     4.000
    -2.040     1.441     0.301     1.641     1.574     0.397    -0.975    -0.981    -1.122     1.263     0.000     0.998     0.000     0.002     0.000     0.000     2.000
    -0.576    -0.452     0.145    -0.255    -0.110    -0.069     0.133    -0.137    -0.343    -0.528     0.000     0.747     0.012     0.240     0.000     0.000     2.000
     0.550    -0.743    -2.340    -1.462     0.503     1.432     1.518     0.145     1.148    -0.606     0.000     0.001     0.999     0.000     0.000     0.000     3.000
    -0.801     0.713     0.145     0.089     0.043     1.691     0.272     0.848     0.565     0.873     0.000     0.613     0.022     0.364     0.000     0.000     2.000
    -0.576     1.004    -1.718    -0.255    -0.416    -1.725    -0.975    -0.840     0.305    -0.684     0.000     0.204     0.000     0.796     0.000     0.000     4.000
    -0.351     0.276     0.611    -1.979    -0.416    -0.897    -0.559    -0.137    -0.862     0.640     0.000     1.000     0.000     0.000     0.000     0.000     2.000
    -1.252     1.441     2.009     0.434    -0.875     1.225    -1.252    -0.137     0.694     0.640     0.000     0.008     0.000     0.992     0.000     0.000     4.000
    -0.689     1.295     1.543    -0.773     1.115     0.707     0.410    -1.262    -0.603     0.484     0.000     0.790     0.000     0.209     0.000     0.000     2.000
    -0.351    -0.015    -0.321     0.434    -0.875    -1.000     0.964    -0.700    -0.149    -0.217     0.000     0.719     0.011     0.269     0.000     0.000     2.000
    -0.463     0.713     1.077     0.262    -0.263     0.707     2.072     0.285     0.630    -0.217     0.000     0.054     0.916     0.030     0.000     0.000     3.000
    -0.914     0.130     0.456     0.607    -0.416    -0.121    -1.114    -0.700    -0.668    -0.684     0.000     0.744     0.002     0.254     0.000     0.000     2.000
    -0.576    -0.452    -1.408     1.296     0.196     0.863    -0.698    -1.262    -0.473     0.250     0.000     0.961     0.004     0.036     0.000     0.000     2.000
    -0.689    -0.015     0.145     0.779    -0.416    -0.742     0.133    -0.559    -0.668    -2.008     0.000     0.017     0.013     0.969     0.000     0.000     4.000
     0.212     0.130    -0.165    -0.428    -0.263    -1.932     0.133    -0.418     0.500    -0.217     0.000     0.354     0.005     0.641     0.000     0.000     4.000
     0.888    -0.889     0.456    -0.428    -0.875     2.312     0.687     1.411    -1.122    -0.996     0.000     0.009     0.959     0.031     0.000     0.000     3.000
     0.100    -0.452     0.767    -0.083    -0.416     0.500    -0.005    -0.840    -0.992    -1.463     0.000     0.013     0.063     0.924     0.000     0.000     4.000
     0.325     0.567    -0.631    -0.428     0.809    -2.139    -0.421    -1.825     0.630    -1.307     0.000     0.000     0.003     0.996     0.000     0.001     4.000
    -0.576     0.421     1.698     0.262    -0.569     0.035     0.133    -0.277    -1.057    -0.139     0.000     0.884     0.001     0.115     0.000     0.000     2.000
     0.438    -0.161    -0.321     0.434     0.043     1.070     0.410     1.833     0.175     0.172     0.000     0.672     0.060     0.010     0.257     0.000     2.000
     1.677    -0.598    -1.718    -2.841     0.503    -0.276    -1.529    -0.981    -0.279    -0.295     0.000     0.998     0.002     0.000     0.000     0.000     2.000
    -0.238    -0.307     0.301     0.262     1.115     1.070    -0.975     0.285    -1.187     0.718     0.000     0.990     0.007     0.003     0.000     0.000     2.000
    -1.364     1.586     0.922     1.641     0.350    -0.742     0.133     0.145    -0.927     0.017     0.000     0.991     0.000     0.009     0.000     0.000     2.000
    -0.689    -1.180    -0.631    -0.083     0.043    -0.224    -1.529    -0.981    -1.122    -0.451     0.000     0.955     0.004     0.041     0.000     0.000     2.000
     1.339    -0.598     1.388     0.089     0.350     0.604    -0.698     1.130     0.889     0.095     0.000     0.005     0.835     0.159     0.000     0.001     3.000
     0.888     0.567    -0.165    -0.083    -0.263     0.086    -0.005     0.707     1.148    -0.451     0.000     0.012     0.205     0.783     0.000     0.000     4.000
    -0.125    -1.180    -1.408     0.089    -0.263    -0.949    -0.005    -0.700    -0.473    -0.061     0.000     0.944     0.009     0.047     0.000     0.000     2.000
     0.776    -0.743    -0.476    -0.083    -1.487    -0.121     1.795     0.004    -0.149     0.951     0.000     0.807     0.156     0.037     0.000     0.000     2.000
    -1.139     0.130    -0.321    -0.255     1.421     0.242     1.241    -0.700     0.694     0.328     0.000     0.276     0.659     0.065     0.000     0.000     3.000
    -1.702     1.441     0.456     0.607     1.268    -0.276    -0.698     0.285    -0.862    -0.684     0.000     0.771     0.000     0.228     0.000     0.000     2.000
    -1.139    -0.015     0.767     0.779    -0.722     0.293    -1.252     0.004    -1.122    -0.061     0.000     0.974     0.001     0.025     0.000     0.000     2.000
     0.550     1.441    -0.165    -0.255     0.809     1.328     3.873     1.270     2.446     0.328     0.000     0.000     1.000     0.000     0.000     0.000     3.000
     2.014    -1.617    -0.631    -0.945    -1.181     2.674     2.488     2.255     1.992     1.107     0.000     0.000     0.000     0.000     1.000     0.000     5.000
    -0.125     0.858    -0.010     0.779     0.656    -0.845    -1.391    -1.544    -1.187     0.795     0.000     0.999     0.000     0.001     0.000     0.000     2.000
    -1.477     0.276    -0.165     1.641     0.962     1.794     0.133    -0.137    -0.603    -0.139     0.000     0.968     0.016     0.015     0.000     0.000     2.000
     1.451    -1.763     1.388    -2.669     0.196    -0.069    -0.975     0.145    -0.603     0.951     0.000     0.997     0.001     0.002     0.000     0.000     2.000
     0.438     1.004    -0.787    -1.462     1.268     1.484    -1.529    -0.559    -0.992     1.107     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     1.451    -1.180     0.456     0.262     1.727     0.552    -1.114    -0.277     1.603     1.107     0.000     0.000     0.001     0.011     0.000     0.988     6.000
     2.915     0.713    -0.476    -1.117     0.043     0.242     1.934     1.552     3.159    -0.528     0.000     0.000     1.000     0.000     0.000     0.000     3.000
    -1.139     1.149     1.698     0.434     1.727     1.277    -1.252     0.567     1.603     0.951     0.000     0.000     0.008     0.992     0.000     0.000     4.000
     0.438    -0.452     1.388     1.469    -0.416     0.552     0.826     0.145    -0.279     0.873     0.000     0.745     0.079     0.027     0.150     0.000     2.000
     0.100    -0.743     1.543     0.089    -0.263    -0.535     0.964    -1.122     1.148     1.185     0.000     0.002     0.000     0.997     0.000     0.000     4.000
     0.100     0.713    -0.010     0.262    -0.263     0.759    -0.698     1.411     0.111     0.406     0.000     0.979     0.005     0.016     0.000     0.000     2.000
    -1.702     0.858    -0.631     1.296     1.727    -0.121    -1.529    -2.529    -1.187     1.185     0.000     0.999     0.000     0.001     0.000     0.000     2.000
